v_net_count,success_count,inservice_count,total_revenue,total_cost,total_r2c,total_time_revenue,total_time_cost,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,violation,current_violation,total_place_violation,total_route_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
885,373,28,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1707,1,14784.0,12695,3089,9606,0.49764189299073025,0.4180650633064761,884,162.57618371792447,14784.0,5,6,False,"{0: 15, 1: 8, 2: 37, 3: 60, 4: 91}","{(0, 1): [(15, 11), (11, 23), (23, 8)], (0, 3): [(15, 33), (33, 8), (8, 37), (37, 60)], (1, 2): [(8, 37)], (2, 3): []}","{(0, 15): {'cpu': 46}, (1, 8): {'cpu': 28}, (2, 37): {'cpu': 22}, (3, 60): {'cpu': 50}, (4, 91): {'cpu': 43}}","{((0, 1), (15, 11)): {'bw': 37}, ((0, 1), (11, 23)): {'bw': 37}, ((0, 1), (23, 8)): {'bw': 37}, ((0, 3), (15, 33)): {'bw': 27}, ((0, 3), (33, 8)): {'bw': 27}, ((0, 3), (8, 37)): {'bw': 27}, ((0, 3), (37, 60)): {'bw': 27}, ((1, 2), (8, 37)): {'bw': 29}}",0,0,378,189,170,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],5.0,4.0
885,373,28,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1708,0,14788.852704021827,12695,3089,9606,0.49764189299073025,0.4180650633064761,867,300.8527040218263,14488.0,6,9,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
885,373,27,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1709,0,14796.237454195192,12856,3182,9674,0.4825174825174825,0.4139455988368571,878,116.2374541951925,14680.0,3,2,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
885,373,27,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1710,0,14799.500284505764,12856,3182,9674,0.4825174825174825,0.4139455988368571,828,966.5002845057637,13833.0,9,16,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
885,373,26,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1711,0,14803.328756076893,13488,3354,10134,0.4545454545454546,0.3860786333070818,871,242.32875607689377,14561.0,5,6,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
886,373,26,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1712,1,14807.0,13488,3354,10134,0.4545454545454546,0.3860786333070818,885,392.5625950137044,14807.0,9,19,False,"{0: 61, 1: 40, 2: 8, 3: 91, 4: 37, 5: 62, 6: 63, 7: 34, 8: 35}","{(0, 6): [(61, 58), (58, 13), (13, 63)], (1, 2): [(40, 37), (37, 8)], (1, 3): [(40, 37), (37, 91)], (1, 4): [(40, 54), (54, 68), (68, 34), (34, 37)], (1, 6): []}","{(0, 61): {'cpu': 25}, (1, 40): {'cpu': 14}, (2, 8): {'cpu': 35}, (3, 91): {'cpu': 48}, (4, 37): {'cpu': 29}, (5, 62): {'cpu': 24}, (6, 63): {'cpu': 6}, (7, 34): {'cpu': 19}, (8, 35): {'cpu': 32}}","{((0, 6), (61, 58)): {'bw': 17}, ((0, 6), (58, 13)): {'bw': 17}, ((0, 6), (13, 63)): {'bw': 17}, ((1, 2), (40, 37)): {'bw': 18}, ((1, 2), (37, 8)): {'bw': 18}, ((1, 3), (40, 37)): {'bw': 6}, ((1, 3), (37, 91)): {'bw': 6}, ((1, 4), (40, 54)): {'bw': 38}, ((1, 4), (54, 68)): {'bw': 38}, ((1, 4), (68, 34)): {'bw': 38}, ((1, 4), (34, 37)): {'bw': 38}}",0,0,464,232,482,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],9.0,5.0
886,373,25,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1713,0,14814.171252434637,13630,3413,10217,0.4449503984387705,0.3810504634397528,846,712.1712524346368,14102.0,4,3,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
887,373,25,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1714,1,14824.0,13630,3413,10217,0.4449503984387705,0.3810504634397528,886,1336.959878024791,14824.0,7,14,False,"{0: 25, 1: 28, 2: 89, 3: 3, 4: 93, 5: 37, 6: 34}","{(0, 1): [(25, 4), (4, 16), (16, 28)], (0, 2): [(25, 80), (80, 32), (32, 89)], (0, 3): [(25, 22), (22, 3)], (0, 5): [(25, 34), (34, 37)], (0, 6): [(25, 79), (79, 68), (68, 34)], (1, 4): [(28, 54), (54, 93)], (1, 6): []}","{(0, 25): {'cpu': 20}, (1, 28): {'cpu': 23}, (2, 89): {'cpu': 34}, (3, 3): {'cpu': 45}, (4, 93): {'cpu': 20}, (5, 37): {'cpu': 35}, (6, 34): {'cpu': 32}}","{((0, 1), (25, 4)): {'bw': 8}, ((0, 1), (4, 16)): {'bw': 8}, ((0, 1), (16, 28)): {'bw': 8}, ((0, 2), (25, 80)): {'bw': 14}, ((0, 2), (80, 32)): {'bw': 14}, ((0, 2), (32, 89)): {'bw': 14}, ((0, 3), (25, 22)): {'bw': 49}, ((0, 3), (22, 3)): {'bw': 49}, ((0, 5), (25, 34)): {'bw': 22}, ((0, 5), (34, 37)): {'bw': 22}, ((0, 6), (25, 79)): {'bw': 36}, ((0, 6), (79, 68)): {'bw': 36}, ((0, 6), (68, 34)): {'bw': 36}, ((1, 4), (28, 54)): {'bw': 34}, ((1, 4), (54, 93)): {'bw': 34}}",0,0,418,209,372,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],7.0,7.0
887,373,24,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1715,0,14824.949204397493,13876,3471,10405,0.4355179704016914,0.3696613557884534,826,1023.9492043974927,13801.0,3,3,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
887,373,24,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1716,0,14829.512658357447,13876,3471,10405,0.4355179704016914,0.3696613557884534,793,1639.5126583574474,13190.0,5,5,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
888,373,24,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1717,1,14833.0,13876,3471,10405,0.4355179704016914,0.3696613557884534,887,646.2981932916177,14833.0,7,12,False,"{0: 91, 1: 62, 2: 41, 3: 20, 4: 69, 5: 38, 6: 42}","{(0, 1): [(91, 37), (37, 8), (8, 23), (23, 66), (66, 79), (79, 85), (85, 62)], (0, 3): [(91, 59), (59, 69), (69, 20)], (0, 4): []}","{(0, 91): {'cpu': 50}, (1, 62): {'cpu': 39}, (2, 41): {'cpu': 32}, (3, 20): {'cpu': 40}, (4, 69): {'cpu': 35}, (5, 38): {'cpu': 37}, (6, 42): {'cpu': 27}}","{((0, 1), (91, 37)): {'bw': 45}, ((0, 1), (37, 8)): {'bw': 45}, ((0, 1), (8, 23)): {'bw': 45}, ((0, 1), (23, 66)): {'bw': 45}, ((0, 1), (66, 79)): {'bw': 45}, ((0, 1), (79, 85)): {'bw': 45}, ((0, 1), (85, 62)): {'bw': 45}, ((0, 3), (91, 59)): {'bw': 21}, ((0, 3), (59, 69)): {'bw': 21}, ((0, 3), (69, 20)): {'bw': 21}}",0,0,520,260,348,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],7.0,3.0
888,373,24,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1718,0,14837.729574010726,13876,3471,10405,0.4355179704016914,0.3696613557884534,789,1700.7295740107259,13137.0,8,13,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
888,373,24,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1719,0,14845.232316086624,13876,3471,10405,0.4355179704016914,0.3696613557884534,882,103.23231608662383,14742.0,5,4,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
889,373,24,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1720,1,14851.0,13876,3471,10405,0.4355179704016914,0.3696613557884534,888,471.4258964215926,14851.0,9,20,False,"{0: 61, 1: 8, 2: 27, 3: 43, 4: 2, 5: 56, 6: 75, 7: 57, 8: 33}","{(0, 2): [(61, 31), (31, 27)], (0, 3): [(61, 58), (58, 62), (62, 59), (59, 43)], (0, 8): [(61, 2), (2, 6), (6, 27), (27, 33)], (1, 5): [(8, 23), (23, 11), (11, 47), (47, 20), (20, 56)], (1, 6): [(8, 33), (33, 88), (88, 14), (14, 75)], (1, 8): [(8, 37), (37, 34), (34, 76), (76, 33)], (2, 3): [(27, 33), (33, 43)], (2, 6): [(27, 33), (33, 4), (4, 29), (29, 14), (14, 75)], (2, 7): [(27, 48), (48, 95), (95, 9), (9, 25), (25, 45), (45, 57)], (2, 8): [(27, 41), (41, 33)], (3, 4): [(43, 59), (59, 4), (4, 38), (38, 39), (39, 2)], (3, 5): [(43, 93), (93, 34), (34, 25), (25, 97), (97, 76), (76, 33), (33, 56)], (3, 8): []}","{(0, 61): {'cpu': 16}, (1, 8): {'cpu': 39}, (2, 27): {'cpu': 19}, (3, 43): {'cpu': 21}, (4, 2): {'cpu': 36}, (5, 56): {'cpu': 11}, (6, 75): {'cpu': 23}, (7, 57): {'cpu': 11}, (8, 33): {'cpu': 9}}","{((0, 2), (61, 31)): {'bw': 44}, ((0, 2), (31, 27)): {'bw': 44}, ((0, 3), (61, 58)): {'bw': 25}, ((0, 3), (58, 62)): {'bw': 25}, ((0, 3), (62, 59)): {'bw': 25}, ((0, 3), (59, 43)): {'bw': 25}, ((0, 8), (61, 2)): {'bw': 11}, ((0, 8), (2, 6)): {'bw': 11}, ((0, 8), (6, 27)): {'bw': 11}, ((0, 8), (27, 33)): {'bw': 11}, ((1, 5), (8, 23)): {'bw': 41}, ((1, 5), (23, 11)): {'bw': 41}, ((1, 5), (11, 47)): {'bw': 41}, ((1, 5), (47, 20)): {'bw': 41}, ((1, 5), (20, 56)): {'bw': 41}, ((1, 6), (8, 33)): {'bw': 27}, ((1, 6), (33, 88)): {'bw': 27}, ((1, 6), (88, 14)): {'bw': 27}, ((1, 6), (14, 75)): {'bw': 27}, ((1, 8), (8, 37)): {'bw': 15}, ((1, 8), (37, 34)): {'bw': 15}, ((1, 8), (34, 76)): {'bw': 15}, ((1, 8), (76, 33)): {'bw': 15}, ((2, 3), (27, 33)): {'bw': 14}, ((2, 3), (33, 43)): {'bw': 14}, ((2, 6), (27, 33)): {'bw': 25}, ((2, 6), (33, 4)): {'bw': 25}, ((2, 6), (4, 29)): {'bw': 25}, ((2, 6), (29, 14)): {'bw': 25}, ((2, 6), (14, 75)): {'bw': 25}, ((2, 7), (27, 48)): {'bw': 45}, ((2, 7), (48, 95)): {'bw': 45}, ((2, 7), (95, 9)): {'bw': 45}, ((2, 7), (9, 25)): {'bw': 45}, ((2, 7), (25, 45)): {'bw': 45}, ((2, 7), (45, 57)): {'bw': 45}, ((2, 8), (27, 41)): {'bw': 37}, ((2, 8), (41, 33)): {'bw': 37}, ((3, 4), (43, 59)): {'bw': 24}, ((3, 4), (59, 4)): {'bw': 24}, ((3, 4), (4, 38)): {'bw': 24}, ((3, 4), (38, 39)): {'bw': 24}, ((3, 4), (39, 2)): {'bw': 24}, ((3, 5), (43, 93)): {'bw': 37}, ((3, 5), (93, 34)): {'bw': 37}, ((3, 5), (34, 25)): {'bw': 37}, ((3, 5), (25, 97)): {'bw': 37}, ((3, 5), (97, 76)): {'bw': 37}, ((3, 5), (76, 33)): {'bw': 37}, ((3, 5), (33, 56)): {'bw': 37}}",0,0,370,185,616,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],9.0,13.0
889,373,24,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1721,0,14866.656934620134,13876,3471,10405,0.4355179704016914,0.3696613557884534,859,534.6569346201339,14332.0,10,19,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
889,373,23,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1722,0,14874.0189618503,14287,3581,10706,0.41762888274516186,0.35142666747440476,873,276.0189618502993,14598.0,5,6,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
890,373,23,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1723,1,14875.0,14287,3581,10706,0.41762888274516186,0.35142666747440476,889,501.66154015857825,14875.0,8,15,False,"{0: 28, 1: 76, 2: 90, 3: 40, 4: 45, 5: 92, 6: 88, 7: 79}","{(0, 3): [(28, 54), (54, 40)], (0, 5): []}","{(0, 28): {'cpu': 33}, (1, 76): {'cpu': 14}, (2, 90): {'cpu': 44}, (3, 40): {'cpu': 17}, (4, 45): {'cpu': 33}, (5, 92): {'cpu': 9}, (6, 88): {'cpu': 16}, (7, 79): {'cpu': 17}}","{((0, 3), (28, 54)): {'bw': 26}, ((0, 3), (54, 40)): {'bw': 26}}",0,0,366,183,473,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],8.0,2.0
890,373,23,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1724,0,14877.445529792782,14287,3581,10706,0.41762888274516186,0.35142666747440476,856,597.4455297927822,14280.0,8,13,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
891,373,23,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1725,1,14889.0,14287,3581,10706,0.41762888274516186,0.35142666747440476,890,615.1621609169232,14889.0,9,24,False,"{0: 65, 1: 20, 2: 25, 3: 56, 4: 92, 5: 28, 6: 50, 7: 90, 8: 69}","{(0, 1): [(65, 58), (58, 47), (47, 20)], (0, 4): [(65, 85), (85, 28), (28, 92)], (0, 5): [(65, 44), (44, 25), (25, 34), (34, 93), (93, 28)], (0, 6): [(65, 49), (49, 29), (29, 4), (4, 38), (38, 50)], (0, 7): [(65, 30), (30, 66), (66, 23), (23, 11), (11, 72), (72, 90)], (0, 8): [(65, 30), (30, 66), (66, 79), (79, 68), (68, 59), (59, 69)], (1, 2): [(20, 47), (47, 3), (3, 22), (22, 25)], (1, 3): [(20, 56)], (1, 5): [(20, 56), (56, 33), (33, 4), (4, 59), (59, 68), (68, 54), (54, 28)], (1, 7): [(20, 69), (69, 18), (18, 90)], (1, 8): [(20, 69)], (2, 4): [(25, 88), (88, 92)], (2, 7): [(25, 34), (34, 37), (37, 71), (71, 90)], (3, 4): [(56, 33), (33, 76), (76, 34), (34, 93), (93, 92)], (3, 5): [(56, 42), (42, 26), (26, 33), (33, 57), (57, 28)], (3, 6): [(56, 42), (42, 26), (26, 50)], (3, 7): []}","{(0, 65): {'cpu': 10}, (1, 20): {'cpu': 32}, (2, 25): {'cpu': 35}, (3, 56): {'cpu': 12}, (4, 92): {'cpu': 9}, (5, 28): {'cpu': 46}, (6, 50): {'cpu': 48}, (7, 90): {'cpu': 21}, (8, 69): {'cpu': 42}}","{((0, 1), (65, 58)): {'bw': 13}, ((0, 1), (58, 47)): {'bw': 13}, ((0, 1), (47, 20)): {'bw': 13}, ((0, 4), (65, 85)): {'bw': 14}, ((0, 4), (85, 28)): {'bw': 14}, ((0, 4), (28, 92)): {'bw': 14}, ((0, 5), (65, 44)): {'bw': 24}, ((0, 5), (44, 25)): {'bw': 24}, ((0, 5), (25, 34)): {'bw': 24}, ((0, 5), (34, 93)): {'bw': 24}, ((0, 5), (93, 28)): {'bw': 24}, ((0, 6), (65, 49)): {'bw': 18}, ((0, 6), (49, 29)): {'bw': 18}, ((0, 6), (29, 4)): {'bw': 18}, ((0, 6), (4, 38)): {'bw': 18}, ((0, 6), (38, 50)): {'bw': 18}, ((0, 7), (65, 30)): {'bw': 18}, ((0, 7), (30, 66)): {'bw': 18}, ((0, 7), (66, 23)): {'bw': 18}, ((0, 7), (23, 11)): {'bw': 18}, ((0, 7), (11, 72)): {'bw': 18}, ((0, 7), (72, 90)): {'bw': 18}, ((0, 8), (65, 30)): {'bw': 30}, ((0, 8), (30, 66)): {'bw': 30}, ((0, 8), (66, 79)): {'bw': 30}, ((0, 8), (79, 68)): {'bw': 30}, ((0, 8), (68, 59)): {'bw': 30}, ((0, 8), (59, 69)): {'bw': 30}, ((1, 2), (20, 47)): {'bw': 33}, ((1, 2), (47, 3)): {'bw': 33}, ((1, 2), (3, 22)): {'bw': 33}, ((1, 2), (22, 25)): {'bw': 33}, ((1, 3), (20, 56)): {'bw': 31}, ((1, 5), (20, 56)): {'bw': 29}, ((1, 5), (56, 33)): {'bw': 29}, ((1, 5), (33, 4)): {'bw': 29}, ((1, 5), (4, 59)): {'bw': 29}, ((1, 5), (59, 68)): {'bw': 29}, ((1, 5), (68, 54)): {'bw': 29}, ((1, 5), (54, 28)): {'bw': 29}, ((1, 7), (20, 69)): {'bw': 20}, ((1, 7), (69, 18)): {'bw': 20}, ((1, 7), (18, 90)): {'bw': 20}, ((1, 8), (20, 69)): {'bw': 40}, ((2, 4), (25, 88)): {'bw': 38}, ((2, 4), (88, 92)): {'bw': 38}, ((2, 7), (25, 34)): {'bw': 20}, ((2, 7), (34, 37)): {'bw': 20}, ((2, 7), (37, 71)): {'bw': 20}, ((2, 7), (71, 90)): {'bw': 20}, ((3, 4), (56, 33)): {'bw': 37}, ((3, 4), (33, 76)): {'bw': 37}, ((3, 4), (76, 34)): {'bw': 37}, ((3, 4), (34, 93)): {'bw': 37}, ((3, 4), (93, 92)): {'bw': 37}, ((3, 5), (56, 42)): {'bw': 7}, ((3, 5), (42, 26)): {'bw': 7}, ((3, 5), (26, 33)): {'bw': 7}, ((3, 5), (33, 57)): {'bw': 7}, ((3, 5), (57, 28)): {'bw': 7}, ((3, 6), (56, 42)): {'bw': 27}, ((3, 6), (42, 26)): {'bw': 27}, ((3, 6), (26, 50)): {'bw': 27}}",0,0,510,255,632,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],9.0,17.0
891,373,23,79364,143879,0.5516023881177934,79236133.69619733,143875287.37681615,100,1726,0,14901.39683932462,14287,3581,10706,0.41762888274516186,0.35142666747440476,829,1050.3968393246196,13851.0,8,18,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
892,374,24,79513,144034,0.5520432675618256,79465175.6322796,144113552.4781098,100,1727,1,14903.0,14132,3474,10658,0.43503008619287686,0.35433452474707705,891,1537.194201894464,14903.0,3,3,True,"{0: 69, 1: 18, 2: 38}","{(0, 1): [(69, 18)], (0, 2): [(69, 18), (18, 38)], (1, 2): [(18, 38)]}","{(0, 69): {'cpu': 33}, (1, 18): {'cpu': 30}, (2, 38): {'cpu': 44}}","{((0, 1), (69, 18)): {'bw': 7}, ((0, 2), (69, 18)): {'bw': 6}, ((0, 2), (18, 38)): {'bw': 6}, ((1, 2), (18, 38)): {'bw': 29}}",155,149,214,107,42,107,42,107,48,6,0.9612903225806452,238265.1012936419,229041.93608227512,1477.6899102082266,Success,0,0,0,0,True,True,False,0,[],3.0,3.0
893,374,24,79513,144034,0.5520432675618256,79465175.6322796,144113552.4781098,100,1728,1,14917.0,14132,3474,10658,0.43503008619287686,0.35433452474707705,892,2226.4085163237464,14917.0,10,22,False,"{0: 91, 1: 15, 2: 12, 3: 27, 4: 58, 5: 63, 6: 67, 7: 25, 8: 23, 9: 11}","{(0, 3): [(91, 78), (78, 77), (77, 33), (33, 27)], (0, 5): [(91, 63)], (0, 9): [(91, 63), (63, 11)], (1, 2): [(15, 11), (11, 47), (47, 20), (20, 12)], (1, 3): [(15, 11), (11, 23), (23, 8), (8, 33), (33, 27)], (1, 5): [(15, 33), (33, 41), (41, 67), (67, 63)], (1, 6): [(15, 11), (11, 63), (63, 67)], (1, 8): [(15, 60), (60, 37), (37, 34), (34, 25), (25, 66), (66, 23)], (2, 3): [(12, 20), (20, 69), (69, 41), (41, 27)], (2, 4): [(12, 24), (24, 58)], (2, 6): []}","{(0, 91): {'cpu': 23}, (1, 15): {'cpu': 44}, (2, 12): {'cpu': 6}, (3, 27): {'cpu': 23}, (4, 58): {'cpu': 5}, (5, 63): {'cpu': 31}, (6, 67): {'cpu': 49}, (7, 25): {'cpu': 39}, (8, 23): {'cpu': 45}, (9, 11): {'cpu': 9}}","{((0, 3), (91, 78)): {'bw': 42}, ((0, 3), (78, 77)): {'bw': 42}, ((0, 3), (77, 33)): {'bw': 42}, ((0, 3), (33, 27)): {'bw': 42}, ((0, 5), (91, 63)): {'bw': 8}, ((0, 9), (91, 63)): {'bw': 21}, ((0, 9), (63, 11)): {'bw': 21}, ((1, 2), (15, 11)): {'bw': 25}, ((1, 2), (11, 47)): {'bw': 25}, ((1, 2), (47, 20)): {'bw': 25}, ((1, 2), (20, 12)): {'bw': 25}, ((1, 3), (15, 11)): {'bw': 35}, ((1, 3), (11, 23)): {'bw': 35}, ((1, 3), (23, 8)): {'bw': 35}, ((1, 3), (8, 33)): {'bw': 35}, ((1, 3), (33, 27)): {'bw': 35}, ((1, 5), (15, 33)): {'bw': 26}, ((1, 5), (33, 41)): {'bw': 26}, ((1, 5), (41, 67)): {'bw': 26}, ((1, 5), (67, 63)): {'bw': 26}, ((1, 6), (15, 11)): {'bw': 15}, ((1, 6), (11, 63)): {'bw': 15}, ((1, 6), (63, 67)): {'bw': 15}, ((1, 8), (15, 60)): {'bw': 38}, ((1, 8), (60, 37)): {'bw': 38}, ((1, 8), (37, 34)): {'bw': 38}, ((1, 8), (34, 25)): {'bw': 38}, ((1, 8), (25, 66)): {'bw': 38}, ((1, 8), (66, 23)): {'bw': 38}, ((2, 3), (12, 20)): {'bw': 19}, ((2, 3), (20, 69)): {'bw': 19}, ((2, 3), (69, 41)): {'bw': 19}, ((2, 3), (41, 27)): {'bw': 19}, ((2, 4), (12, 24)): {'bw': 14}, ((2, 4), (24, 58)): {'bw': 14}}",0,0,548,274,616,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],10.0,11.0
894,375,25,79604,144251,0.5518436613957616,79748054.41601463,144788109.57778564,100,1729,1,14936.0,13915,3425,10490,0.44299886160351276,0.36451202520142967,893,3108.5580630223,14936.0,2,1,True,"{0: 8, 1: 33}","{(0, 1): [(8, 37), (37, 34), (34, 76), (76, 33)]}","{(0, 8): {'cpu': 43}, (1, 33): {'cpu': 6}}","{((0, 1), (8, 37)): {'bw': 42}, ((0, 1), (37, 34)): {'bw': 42}, ((0, 1), (34, 76)): {'bw': 42}, ((0, 1), (76, 33)): {'bw': 42}}",217,91,98,49,42,49,42,49,168,126,0.41935483870967744,674557.0996758391,282878.7837350293,1303.5888651383839,Success,0,0,0,0,True,True,False,0,[],2.0,1.0
894,375,25,79604,144251,0.5518436613957616,79748054.41601463,144788109.57778564,100,1730,0,14946.576183717925,13915,3425,10490,0.44299886160351276,0.36451202520142967,884,162.57618371792447,14784.0,5,6,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
894,375,24,79604,144251,0.5518436613957616,79748054.41601463,144788109.57778564,100,1731,0,14949.360734331838,14060,3522,10538,0.42722393885184584,0.3616041679287575,809,1447.3607343318376,13502.0,3,2,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
894,375,24,79604,144251,0.5518436613957616,79748054.41601463,144788109.57778564,100,1732,0,14952.747555879534,14060,3522,10538,0.42722393885184584,0.3616041679287575,852,748.7475558795343,14204.0,9,17,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
