v_net_count,success_count,inservice_count,total_revenue,total_cost,total_r2c,total_time_revenue,total_time_cost,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,violation,current_violation,total_place_violation,total_route_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
162,76,23,18757,34840,0.5383754305396097,14711263.647965718,28477544.592115443,95,270,1,2709.0,14702,3722,10980,0.3946983249308831,0.3348276488762343,161,1564.0973333379875,2709.0,7,14,False,"{0: 90, 1: 39, 2: 92, 3: 74, 4: 24, 5: 72, 6: 58}","{(0, 1): [(90, 39)], (0, 5): [(90, 72)], (0, 6): [(90, 92), (92, 58)], (1, 2): []}","{(0, 90): {'cpu': 49}, (1, 39): {'cpu': 12}, (2, 92): {'cpu': 8}, (3, 74): {'cpu': 31}, (4, 24): {'cpu': 40}, (5, 72): {'cpu': 9}, (6, 58): {'cpu': 37}}","{((0, 1), (90, 39)): {'bw': 38}, ((0, 5), (90, 72)): {'bw': 34}, ((0, 6), (90, 92)): {'bw': 12}, ((0, 6), (92, 58)): {'bw': 12}}",0,0,372,186,459,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],7.0,4.0
162,76,23,18757,34840,0.5383754305396097,14711263.647965718,28477544.592115443,95,271,0,2715.504927719324,14702,3722,10980,0.3946983249308831,0.3348276488762343,40,2028.5049277193239,687.0,6,8,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
162,76,23,18757,34840,0.5383754305396097,14711263.647965718,28477544.592115443,95,272,0,2715.8949647452127,14702,3722,10980,0.3946983249308831,0.3348276488762343,141,352.8949647452128,2363.0,4,5,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
162,76,22,18757,34840,0.5383754305396097,14711263.647965718,28477544.592115443,95,273,0,2736.5899354894746,14813,3794,11019,0.3829891039193365,0.33246501484218816,158,67.58993548947433,2669.0,2,1,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
163,76,22,18757,34840,0.5383754305396097,14711263.647965718,28477544.592115443,95,274,1,2738.0,14813,3794,11019,0.3829891039193365,0.33246501484218816,162,383.829607040159,2738.0,8,17,False,"{0: 47, 1: 60, 2: 24, 3: 74, 4: 34, 5: 20, 6: 33, 7: 93}","{(0, 2): [(47, 11), (11, 74), (74, 24)], (0, 5): [(47, 20)], (0, 6): [(47, 27), (27, 33)], (0, 7): [(47, 20), (20, 82), (82, 93)], (1, 2): [(60, 89), (89, 61), (61, 58), (58, 24)], (1, 3): [(60, 74)], (1, 4): [(60, 37), (37, 34)], (1, 7): [(60, 15), (15, 33), (33, 43), (43, 93)], (2, 5): [(24, 12), (12, 20)], (3, 4): [(74, 57), (57, 85), (85, 62), (62, 59), (59, 68), (68, 34)], (3, 5): [(74, 24), (24, 12), (12, 20)], (3, 6): [(74, 17), (17, 76), (76, 2), (2, 33)], (3, 7): [(74, 17), (17, 3), (3, 93)], (4, 5): [(34, 93), (93, 3), (3, 47), (47, 69), (69, 20)], (4, 6): [(34, 76), (76, 33)], (4, 7): []}","{(0, 47): {'cpu': 42}, (1, 60): {'cpu': 8}, (2, 24): {'cpu': 46}, (3, 74): {'cpu': 22}, (4, 34): {'cpu': 48}, (5, 20): {'cpu': 29}, (6, 33): {'cpu': 11}, (7, 93): {'cpu': 42}}","{((0, 2), (47, 11)): {'bw': 32}, ((0, 2), (11, 74)): {'bw': 32}, ((0, 2), (74, 24)): {'bw': 32}, ((0, 5), (47, 20)): {'bw': 9}, ((0, 6), (47, 27)): {'bw': 7}, ((0, 6), (27, 33)): {'bw': 7}, ((0, 7), (47, 20)): {'bw': 48}, ((0, 7), (20, 82)): {'bw': 48}, ((0, 7), (82, 93)): {'bw': 48}, ((1, 2), (60, 89)): {'bw': 35}, ((1, 2), (89, 61)): {'bw': 35}, ((1, 2), (61, 58)): {'bw': 35}, ((1, 2), (58, 24)): {'bw': 35}, ((1, 3), (60, 74)): {'bw': 46}, ((1, 4), (60, 37)): {'bw': 24}, ((1, 4), (37, 34)): {'bw': 24}, ((1, 7), (60, 15)): {'bw': 23}, ((1, 7), (15, 33)): {'bw': 23}, ((1, 7), (33, 43)): {'bw': 23}, ((1, 7), (43, 93)): {'bw': 23}, ((2, 5), (24, 12)): {'bw': 15}, ((2, 5), (12, 20)): {'bw': 15}, ((3, 4), (74, 57)): {'bw': 44}, ((3, 4), (57, 85)): {'bw': 44}, ((3, 4), (85, 62)): {'bw': 44}, ((3, 4), (62, 59)): {'bw': 44}, ((3, 4), (59, 68)): {'bw': 44}, ((3, 4), (68, 34)): {'bw': 44}, ((3, 5), (74, 24)): {'bw': 7}, ((3, 5), (24, 12)): {'bw': 7}, ((3, 5), (12, 20)): {'bw': 7}, ((3, 6), (74, 17)): {'bw': 27}, ((3, 6), (17, 76)): {'bw': 27}, ((3, 6), (76, 2)): {'bw': 27}, ((3, 6), (2, 33)): {'bw': 27}, ((3, 7), (74, 17)): {'bw': 11}, ((3, 7), (17, 3)): {'bw': 11}, ((3, 7), (3, 93)): {'bw': 11}, ((4, 5), (34, 93)): {'bw': 27}, ((4, 5), (93, 3)): {'bw': 27}, ((4, 5), (3, 47)): {'bw': 27}, ((4, 5), (47, 69)): {'bw': 27}, ((4, 5), (69, 20)): {'bw': 27}, ((4, 6), (34, 76)): {'bw': 11}, ((4, 6), (76, 33)): {'bw': 11}}",0,0,496,248,454,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],8.0,16.0
164,76,22,18757,34840,0.5383754305396097,14711263.647965718,28477544.592115443,95,275,1,2754.0,14813,3794,11019,0.3829891039193365,0.33246501484218816,163,983.2090864021626,2754.0,6,8,False,"{0: 35, 1: 80, 2: 16, 3: 82, 4: 53, 5: 94}","{(0, 1): [(35, 3), (3, 93), (93, 32), (32, 80)], (0, 2): [(35, 80), (80, 82), (82, 16)], (1, 3): [(80, 82)], (2, 3): [(16, 8), (8, 93), (93, 82)], (2, 4): [(16, 4), (4, 25), (25, 63), (63, 53)], (2, 5): [(16, 28), (28, 51), (51, 98), (98, 77), (77, 94)], (3, 5): []}","{(0, 35): {'cpu': 46}, (1, 80): {'cpu': 23}, (2, 16): {'cpu': 13}, (3, 82): {'cpu': 22}, (4, 53): {'cpu': 45}, (5, 94): {'cpu': 49}}","{((0, 1), (35, 3)): {'bw': 46}, ((0, 1), (3, 93)): {'bw': 46}, ((0, 1), (93, 32)): {'bw': 46}, ((0, 1), (32, 80)): {'bw': 46}, ((0, 2), (35, 80)): {'bw': 29}, ((0, 2), (80, 82)): {'bw': 29}, ((0, 2), (82, 16)): {'bw': 29}, ((1, 3), (80, 82)): {'bw': 18}, ((2, 3), (16, 8)): {'bw': 48}, ((2, 3), (8, 93)): {'bw': 48}, ((2, 3), (93, 82)): {'bw': 48}, ((2, 4), (16, 4)): {'bw': 29}, ((2, 4), (4, 25)): {'bw': 29}, ((2, 4), (25, 63)): {'bw': 29}, ((2, 4), (63, 53)): {'bw': 29}, ((2, 5), (16, 28)): {'bw': 23}, ((2, 5), (28, 51)): {'bw': 23}, ((2, 5), (51, 98)): {'bw': 23}, ((2, 5), (98, 77)): {'bw': 23}, ((2, 5), (77, 94)): {'bw': 23}}",0,0,396,198,255,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],6.0,7.0
164,76,22,18757,34840,0.5383754305396097,14711263.647965718,28477544.592115443,95,276,0,2766.1608797234644,14813,3794,11019,0.3829891039193365,0.33246501484218816,113,892.1608797234643,1874.0,6,9,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
165,77,23,18852,35111,0.5369257497650309,14917543.005544525,29065983.60162972,95,277,1,2772.0,14542,3743,10799,0.39128313546918203,0.34579269400860246,164,2171.36165872427,2772.0,2,1,True,"{0: 61, 1: 58}","{(0, 1): [(61, 89), (89, 60), (60, 74), (74, 24), (24, 58)]}","{(0, 61): {'cpu': 20}, (1, 58): {'cpu': 31}}","{((0, 1), (61, 89)): {'bw': 44}, ((0, 1), (89, 60)): {'bw': 44}, ((0, 1), (60, 74)): {'bw': 44}, ((0, 1), (74, 24)): {'bw': 44}, ((0, 1), (24, 58)): {'bw': 44}}",271,95,102,51,44,51,44,51,220,176,0.3505535055350554,588439.0095142772,206279.35757880565,761.1784412502054,Success,0,0,0,0,True,True,False,0,[],2.0,1.0
166,78,24,18897,35202,0.5368160899948866,14960597.048452768,29153048.44395528,95,278,1,2785.0,14451,3721,10730,0.39486095300048785,0.3499727388380687,165,956.7565090720861,2785.0,2,1,True,"{0: 0, 1: 17}","{(0, 1): [(0, 73), (73, 3), (3, 17)]}","{(0, 0): {'cpu': 14}, (1, 17): {'cpu': 8}}","{((0, 1), (0, 73)): {'bw': 23}, ((0, 1), (73, 3)): {'bw': 23}, ((0, 1), (3, 17)): {'bw': 23}}",91,45,44,22,23,22,23,22,69,46,0.4945054945054945,87064.84232555985,43054.04290824388,473.12135064004264,Success,0,0,0,0,True,True,False,0,[],2.0,1.0
166,78,24,18897,35202,0.5368160899948866,14960597.048452768,29153048.44395528,95,279,0,2789.6698461517362,14451,3721,10730,0.39486095300048785,0.3499727388380687,121,780.6698461517365,2009.0,10,18,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
167,79,25,19080,35422,0.5386482976681158,15009131.51111552,29211395.88540777,95,280,1,2798.0,14231,3609,10622,0.413075296796227,0.3565154177015811,166,265.2156429658495,2798.0,4,3,True,"{0: 94, 1: 47, 2: 3, 3: 93}","{(0, 1): [(94, 77), (77, 47)], (1, 3): [(47, 3), (3, 93)], (2, 3): [(3, 93)]}","{(0, 94): {'cpu': 32}, (1, 47): {'cpu': 25}, (2, 3): {'cpu': 18}, (3, 93): {'cpu': 37}}","{((0, 1), (94, 77)): {'bw': 14}, ((0, 1), (77, 47)): {'bw': 14}, ((1, 3), (47, 3)): {'bw': 23}, ((1, 3), (3, 93)): {'bw': 23}, ((2, 3), (3, 93)): {'bw': 34}}",220,183,224,112,71,112,71,112,108,37,0.8318181818181818,58347.44145248689,48534.462662750455,220.61119392159299,Success,0,0,0,0,True,True,False,0,[],4.0,3.0
168,80,26,19221,35563,0.5404774625312825,15012614.692453446,29214879.066745695,95,281,1,2809.0,14090,3535,10555,0.42510977394698324,0.36057430181135275,167,24.703413744155224,2809.0,3,2,True,"{0: 88, 1: 47, 2: 32}","{(0, 1): [(88, 47)], (0, 2): [(88, 32)]}","{(0, 88): {'cpu': 26}, (1, 47): {'cpu': 7}, (2, 32): {'cpu': 41}}","{((0, 1), (88, 47)): {'bw': 45}, ((0, 2), (88, 32)): {'bw': 22}}",141,141,148,74,67,74,67,74,67,0,1.0,3483.1813379258865,3483.1813379258865,24.703413744155224,Success,0,0,0,0,True,True,False,0,[],3.0,2.0
168,80,25,19221,35563,0.5404774625312825,15012614.692453446,29214879.066745695,95,282,0,2825.2176661712415,14178,3611,10567,0.41275004065701737,0.35984733749318476,129,672.2176661712414,2153.0,2,1,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
168,80,24,19221,35563,0.5404774625312825,15012614.692453446,29214879.066745695,95,283,0,2827.3762411972857,14429,3752,10677,0.3898194828427387,0.3531834979099776,152,261.3762411972857,2566.0,4,5,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
169,81,25,19569,36386,0.5378167427032375,15722876.319311662,30894606.994631644,95,284,1,2830.0,13606,3614,9992,0.41226215644820297,0.39468104440540375,168,2040.9816863741814,2830.0,6,8,True,"{0: 11, 1: 34, 2: 53, 3: 63, 4: 23, 5: 76}","{(0, 2): [(11, 63), (63, 53)], (0, 3): [(11, 72), (72, 67), (67, 63)], (0, 4): [(11, 23)], (0, 5): [(11, 15), (15, 33), (33, 76)], (1, 2): [(34, 93), (93, 82), (82, 53)], (1, 3): [(34, 25), (25, 63)], (1, 5): [(34, 37), (37, 40), (40, 54), (54, 17), (17, 76)], (2, 3): [(53, 82), (82, 20), (20, 12), (12, 22), (22, 25), (25, 63)]}","{(0, 11): {'cpu': 15}, (1, 34): {'cpu': 6}, (2, 53): {'cpu': 16}, (3, 63): {'cpu': 10}, (4, 23): {'cpu': 47}, (5, 76): {'cpu': 44}}","{((0, 2), (11, 63)): {'bw': 48}, ((0, 2), (63, 53)): {'bw': 48}, ((0, 3), (11, 72)): {'bw': 33}, ((0, 3), (72, 67)): {'bw': 33}, ((0, 3), (67, 63)): {'bw': 33}, ((0, 4), (11, 23)): {'bw': 34}, ((0, 5), (11, 15)): {'bw': 6}, ((0, 5), (15, 33)): {'bw': 6}, ((0, 5), (33, 76)): {'bw': 6}, ((1, 2), (34, 93)): {'bw': 13}, ((1, 2), (93, 82)): {'bw': 13}, ((1, 2), (82, 53)): {'bw': 13}, ((1, 3), (34, 25)): {'bw': 6}, ((1, 3), (25, 63)): {'bw': 6}, ((1, 5), (34, 37)): {'bw': 33}, ((1, 5), (37, 40)): {'bw': 33}, ((1, 5), (40, 54)): {'bw': 33}, ((1, 5), (54, 17)): {'bw': 33}, ((1, 5), (17, 76)): {'bw': 33}, ((2, 3), (53, 82)): {'bw': 37}, ((2, 3), (82, 20)): {'bw': 37}, ((2, 3), (20, 12)): {'bw': 37}, ((2, 3), (12, 22)): {'bw': 37}, ((2, 3), (22, 25)): {'bw': 37}, ((2, 3), (25, 63)): {'bw': 37}}",823,348,276,138,210,138,210,138,685,475,0.42284325637910086,1679727.9278859512,710261.6268582152,863.0153424765676,Success,0,0,0,0,True,True,False,0,[],6.0,8.0
169,81,24,19569,36386,0.5378167427032375,15722876.319311662,30894606.994631644,95,285,0,2833.703413744155,13747,3688,10059,0.40022767929744674,0.3906221602956321,167,24.703413744155224,2809.0,3,2,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
169,81,23,19569,36386,0.5378167427032375,15722876.319311662,30894606.994631644,95,286,0,2842.43919242236,14193,3843,10350,0.3750203285087006,0.3729932755800569,63,1770.43919242236,1072.0,6,7,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
170,81,23,19569,36386,0.5378167427032375,15722876.319311662,30894606.994631644,95,287,1,2847.0,14193,3843,10350,0.3750203285087006,0.3729932755800569,169,21.498864160261313,2847.0,7,13,False,"{0: 47, 1: 99, 2: 11, 3: 33, 4: 67, 5: 72, 6: 78}","{(0, 1): [(47, 88), (88, 57), (57, 85), (85, 99)], (0, 2): [(47, 11)], (0, 4): [(47, 77), (77, 33), (33, 4), (4, 29), (29, 92), (92, 58), (58, 67)], (0, 5): [(47, 27), (27, 6), (6, 67), (67, 72)], (1, 2): [(99, 96), (96, 74), (74, 11)], (1, 4): [(99, 19), (19, 41), (41, 67)], (1, 6): [(99, 64), (64, 45), (45, 78)], (2, 3): []}","{(0, 47): {'cpu': 14}, (1, 99): {'cpu': 38}, (2, 11): {'cpu': 48}, (3, 33): {'cpu': 12}, (4, 67): {'cpu': 41}, (5, 72): {'cpu': 37}, (6, 78): {'cpu': 10}}","{((0, 1), (47, 88)): {'bw': 48}, ((0, 1), (88, 57)): {'bw': 48}, ((0, 1), (57, 85)): {'bw': 48}, ((0, 1), (85, 99)): {'bw': 48}, ((0, 2), (47, 11)): {'bw': 44}, ((0, 4), (47, 77)): {'bw': 49}, ((0, 4), (77, 33)): {'bw': 49}, ((0, 4), (33, 4)): {'bw': 49}, ((0, 4), (4, 29)): {'bw': 49}, ((0, 4), (29, 92)): {'bw': 49}, ((0, 4), (92, 58)): {'bw': 49}, ((0, 4), (58, 67)): {'bw': 49}, ((0, 5), (47, 27)): {'bw': 23}, ((0, 5), (27, 6)): {'bw': 23}, ((0, 5), (6, 67)): {'bw': 23}, ((0, 5), (67, 72)): {'bw': 23}, ((1, 2), (99, 96)): {'bw': 36}, ((1, 2), (96, 74)): {'bw': 36}, ((1, 2), (74, 11)): {'bw': 36}, ((1, 4), (99, 19)): {'bw': 31}, ((1, 4), (19, 41)): {'bw': 31}, ((1, 4), (41, 67)): {'bw': 31}, ((1, 6), (99, 64)): {'bw': 5}, ((1, 6), (64, 45)): {'bw': 5}, ((1, 6), (45, 78)): {'bw': 5}}",0,0,400,200,430,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],7.0,8.0
170,81,23,19569,36386,0.5378167427032375,15722876.319311662,30894606.994631644,95,288,0,2848.905271255043,14193,3843,10350,0.3750203285087006,0.3729932755800569,92,1318.9052712550429,1530.0,8,11,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
170,81,23,19569,36386,0.5378167427032375,15722876.319311662,30894606.994631644,95,289,0,2868.4988641602613,14193,3843,10350,0.3750203285087006,0.3729932755800569,169,21.498864160261313,2847.0,7,13,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
171,81,23,19569,36386,0.5378167427032375,15722876.319311662,30894606.994631644,95,290,1,2871.0,14193,3843,10350,0.3750203285087006,0.3729932755800569,170,2077.0577666041704,2871.0,8,13,False,"{0: 8, 1: 77, 2: 95, 3: 47, 4: 3, 5: 43, 6: 58, 7: 64}","{(0, 1): [(8, 16), (16, 4), (4, 77)], (0, 4): [(8, 16), (16, 82), (82, 80), (80, 35), (35, 3)], (0, 5): [(8, 93), (93, 43)], (1, 3): [(77, 47)], (1, 4): [(77, 20), (20, 47), (47, 11), (11, 74), (74, 73), (73, 3)], (2, 6): [(95, 87), (87, 65), (65, 58)], (2, 7): []}","{(0, 8): {'cpu': 12}, (1, 77): {'cpu': 46}, (2, 95): {'cpu': 38}, (3, 47): {'cpu': 13}, (4, 3): {'cpu': 27}, (5, 43): {'cpu': 39}, (6, 58): {'cpu': 11}, (7, 64): {'cpu': 19}}","{((0, 1), (8, 16)): {'bw': 24}, ((0, 1), (16, 4)): {'bw': 24}, ((0, 1), (4, 77)): {'bw': 24}, ((0, 4), (8, 16)): {'bw': 29}, ((0, 4), (16, 82)): {'bw': 29}, ((0, 4), (82, 80)): {'bw': 29}, ((0, 4), (80, 35)): {'bw': 29}, ((0, 4), (35, 3)): {'bw': 29}, ((0, 5), (8, 93)): {'bw': 7}, ((0, 5), (93, 43)): {'bw': 7}, ((1, 3), (77, 47)): {'bw': 50}, ((1, 4), (77, 20)): {'bw': 28}, ((1, 4), (20, 47)): {'bw': 28}, ((1, 4), (47, 11)): {'bw': 28}, ((1, 4), (11, 74)): {'bw': 28}, ((1, 4), (74, 73)): {'bw': 28}, ((1, 4), (73, 3)): {'bw': 28}, ((2, 6), (95, 87)): {'bw': 38}, ((2, 6), (87, 65)): {'bw': 38}, ((2, 6), (65, 58)): {'bw': 38}}",0,0,410,205,408,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],8.0,7.0
171,81,22,19569,36386,0.5378167427032375,15722876.319311662,30894606.994631644,95,291,0,2871.3405215195344,14253,3888,10365,0.367702065376484,0.37208457018234686,148,384.3405215195344,2487.0,2,1,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
172,81,22,19569,36386,0.5378167427032375,15722876.319311662,30894606.994631644,95,292,1,2881.0,14253,3888,10365,0.367702065376484,0.37208457018234686,171,752.7637204695544,2881.0,5,7,False,"{0: 32, 1: 75, 2: 17, 3: 35, 4: 3}","{(0, 1): [(32, 75)], (0, 2): [(32, 88), (88, 57), (57, 74), (74, 17)], (0, 3): [(32, 80), (80, 35)], (1, 2): []}","{(0, 32): {'cpu': 50}, (1, 75): {'cpu': 42}, (2, 17): {'cpu': 12}, (3, 35): {'cpu': 41}, (4, 3): {'cpu': 31}}","{((0, 1), (32, 75)): {'bw': 32}, ((0, 2), (32, 88)): {'bw': 44}, ((0, 2), (88, 57)): {'bw': 44}, ((0, 2), (57, 74)): {'bw': 44}, ((0, 2), (74, 17)): {'bw': 44}, ((0, 3), (32, 80)): {'bw': 38}, ((0, 3), (80, 35)): {'bw': 38}}",0,0,352,176,238,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],5.0,4.0
173,82,23,20094,37494,0.5359257481196992,17191822.03677781,33994781.95644592,95,293,1,2892.0,13145,3648,9497,0.4067328020816393,0.4246683225298358,172,2797.9918427926627,2892.0,8,15,True,"{0: 58, 1: 65, 2: 21, 3: 82, 4: 1, 5: 32, 6: 3, 7: 20}","{(0, 1): [(58, 65)], (0, 2): [(58, 92), (92, 21)], (0, 6): [(58, 92), (92, 22), (22, 3)], (0, 7): [(58, 47), (47, 20)], (1, 2): [(65, 58), (58, 92), (92, 21)], (1, 3): [(65, 30), (30, 70), (70, 93), (93, 82)], (1, 4): [(65, 30), (30, 68), (68, 54), (54, 75), (75, 1)], (1, 6): [(65, 85), (85, 57), (57, 74), (74, 73), (73, 3)], (2, 4): [(21, 1)], (2, 5): [(21, 78), (78, 1), (1, 75), (75, 32)], (2, 7): [(21, 78), (78, 47), (47, 20)], (3, 6): [(82, 93), (93, 3)], (3, 7): [(82, 80), (80, 32), (32, 88), (88, 33), (33, 56), (56, 20)], (4, 5): [(1, 75), (75, 32)], (5, 6): [(32, 80), (80, 35), (35, 3)]}","{(0, 58): {'cpu': 37}, (1, 65): {'cpu': 50}, (2, 21): {'cpu': 20}, (3, 82): {'cpu': 33}, (4, 1): {'cpu': 13}, (5, 32): {'cpu': 37}, (6, 3): {'cpu': 33}, (7, 20): {'cpu': 17}}","{((0, 1), (58, 65)): {'bw': 25}, ((0, 2), (58, 92)): {'bw': 25}, ((0, 2), (92, 21)): {'bw': 25}, ((0, 6), (58, 92)): {'bw': 9}, ((0, 6), (92, 22)): {'bw': 9}, ((0, 6), (22, 3)): {'bw': 9}, ((0, 7), (58, 47)): {'bw': 14}, ((0, 7), (47, 20)): {'bw': 14}, ((1, 2), (65, 58)): {'bw': 10}, ((1, 2), (58, 92)): {'bw': 10}, ((1, 2), (92, 21)): {'bw': 10}, ((1, 3), (65, 30)): {'bw': 17}, ((1, 3), (30, 70)): {'bw': 17}, ((1, 3), (70, 93)): {'bw': 17}, ((1, 3), (93, 82)): {'bw': 17}, ((1, 4), (65, 30)): {'bw': 5}, ((1, 4), (30, 68)): {'bw': 5}, ((1, 4), (68, 54)): {'bw': 5}, ((1, 4), (54, 75)): {'bw': 5}, ((1, 4), (75, 1)): {'bw': 5}, ((1, 6), (65, 85)): {'bw': 24}, ((1, 6), (85, 57)): {'bw': 24}, ((1, 6), (57, 74)): {'bw': 24}, ((1, 6), (74, 73)): {'bw': 24}, ((1, 6), (73, 3)): {'bw': 24}, ((2, 4), (21, 1)): {'bw': 50}, ((2, 5), (21, 78)): {'bw': 12}, ((2, 5), (78, 1)): {'bw': 12}, ((2, 5), (1, 75)): {'bw': 12}, ((2, 5), (75, 32)): {'bw': 12}, ((2, 7), (21, 78)): {'bw': 14}, ((2, 7), (78, 47)): {'bw': 14}, ((2, 7), (47, 20)): {'bw': 14}, ((3, 6), (82, 93)): {'bw': 13}, ((3, 6), (93, 3)): {'bw': 13}, ((3, 7), (82, 80)): {'bw': 45}, ((3, 7), (80, 32)): {'bw': 45}, ((3, 7), (32, 88)): {'bw': 45}, ((3, 7), (88, 33)): {'bw': 45}, ((3, 7), (33, 56)): {'bw': 45}, ((3, 7), (56, 20)): {'bw': 45}, ((4, 5), (1, 75)): {'bw': 7}, ((4, 5), (75, 32)): {'bw': 7}, ((5, 6), (32, 80)): {'bw': 15}, ((5, 6), (80, 35)): {'bw': 15}, ((5, 6), (35, 3)): {'bw': 15}}",1108,525,480,240,285,240,285,240,868,583,0.47382671480144406,3100174.9618142704,1468945.7174661478,1325.763282911686,Success,0,0,0,0,True,True,False,0,[],8.0,15.0
174,82,23,20094,37494,0.5359257481196992,17191822.03677781,33994781.95644592,95,294,1,2909.0,13145,3648,9497,0.4067328020816393,0.4246683225298358,173,1603.3725230231253,2909.0,9,28,False,"{0: 98, 1: 78, 2: 62, 3: 77, 4: 88, 5: 28, 6: 51, 7: 43, 8: 47}","{(0, 2): [(98, 29), (29, 92), (92, 13), (13, 58), (58, 62)], (0, 3): []}","{(0, 98): {'cpu': 16}, (1, 78): {'cpu': 14}, (2, 62): {'cpu': 29}, (3, 77): {'cpu': 29}, (4, 88): {'cpu': 15}, (5, 28): {'cpu': 40}, (6, 51): {'cpu': 43}, (7, 43): {'cpu': 30}, (8, 47): {'cpu': 18}}","{((0, 2), (98, 29)): {'bw': 43}, ((0, 2), (29, 92)): {'bw': 43}, ((0, 2), (92, 13)): {'bw': 43}, ((0, 2), (13, 58)): {'bw': 43}, ((0, 2), (58, 62)): {'bw': 43}}",0,0,468,234,786,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],9.0,2.0
175,82,23,20094,37494,0.5359257481196992,17191822.03677781,33994781.95644592,95,295,1,2926.0,13145,3648,9497,0.4067328020816393,0.4246683225298358,174,6182.194410847326,2926.0,2,1,False,"{0: 64, 1: 73}","{(0, 1): []}","{(0, 64): {'cpu': 45}, (1, 73): {'cpu': 38}}",{},0,0,166,83,49,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],2.0,1.0
175,82,23,20094,37494,0.5359257481196992,17191822.03677781,33994781.95644592,95,296,0,2936.042655733141,13145,3648,9497,0.4067328020816393,0.4246683225298358,106,1166.042655733141,1770.0,8,16,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
176,82,23,20094,37494,0.5359257481196992,17191822.03677781,33994781.95644592,95,297,1,2940.0,13145,3648,9497,0.4067328020816393,0.4246683225298358,175,431.87861684828374,2940.0,7,10,False,"{0: 80, 1: 74, 2: 25, 3: 88, 4: 11, 5: 22, 6: 82}","{(0, 2): [(80, 25)], (0, 4): []}","{(0, 80): {'cpu': 17}, (1, 74): {'cpu': 40}, (2, 25): {'cpu': 29}, (3, 88): {'cpu': 28}, (4, 11): {'cpu': 48}, (5, 22): {'cpu': 21}, (6, 82): {'cpu': 6}}","{((0, 2), (80, 25)): {'bw': 17}}",0,0,378,189,302,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],7.0,2.0
